id,country_code,year,GDP (constant 2015 US$),gdp,GDP growth (annual %),inflation_rate,trade_balance,Trade in services (% of GDP)
64,BGR,2022,62130535277.7185,90642851835.8996,4.03877758301681,15.9183596891222,138.84014681798,23.2781290224622
65,BGR,2023,63302823436.9332,102407653020.606,1.88681483907177,7.98419924336682,119.668120344213,23.596468903684
66,BHR,2021,36235315986.0804,40840212765.9574,4.35004091668986,9.20840263580602,153.799316485108,58.3123642217465
67,BHR,2022,38402659963.6336,46680398936.1702,5.98130282177125,7.84929462083215,166.345617522503,54.6330496592093
68,BHR,2023,39547363674.0058,46079867021.2766,2.9807927665851,-4.14375165818939,157.831886473705,59.8809998597486
69,BHS,2021,10908986680.2055,11368900000.0,15.4031489427848,-1.07183744667745,72.9515608370203,38.4748880778792
70,BHS,2022,12085195064.0679,13136400000.0,10.7820132001503,4.30104615816353,83.1741573033708,50.0474729260682
71,BHS,2023,12404130127.1916,14338500000.0,2.63905598075102,6.34442014479342,82.7048854482687,51.2025244434198
72,BIH,2021,19454671753.5435,23672712242.2149,7.38996234012757,4.96460441570017,96.4859085777747,13.444950398351
73,BIH,2022,20276983961.3676,24534663636.1778,4.22681101095546,11.8088401064015,110.20596766123,16.0067019887196
74,BIH,2023,20725333315.9436,27514782476.0406,2.21112447211205,6.76270435629395,99.8983684696212,17.0072749454025
75,BLR,2021,60073714183.7453,69673747131.87,2.43886212396819,15.3264196397445,136.014450556595,22.977148957555
76,BLR,2022,57275242735.7789,73775179924.603,-4.65839591573591,14.8848623664839,120.024207576094,19.8685683337544
77,BLR,2023,59501097357.3809,71857382745.6066,3.88624214456901,7.36823053571227,132.998797317727,20.2838920494654
78,BLZ,2021,2302615266.50756,2420550000.0,17.7461701205679,0.630768469073601,99.3162710954122,37.7696165445427
79,BLZ,2022,2524886205.2506,2846700000.0,9.65297772389758,7.25244797063618,108.52917413145,42.1980437715622
80,BLZ,2023,2553897572.45142,3066850000.0,1.14901682065862,6.50970161380764,106.531755710256,44.2079980563922
81,BMU,2021,6718028461.70344,7286607000.0,5.41909484048358,0.361400030497762,72.2026726568347,26.9838250212542
82,BMU,2022,7150073873.98764,7827980000.0,6.43113399633694,0.938226826481198,75.5111919039139,
83,BMU,2023,7143293917.04073,8141700000.0,-0.0948235929642749,4.10639245421443,77.544001866932,
84,BOL,2021,36986126769.1183,40406111695.179,6.11137275205746,3.95611963961919,59.0213965631402,5.987700640401
85,BOL,2022,38319728286.388,44008282877.9606,3.60568038279472,5.12446446625671,67.755898784076,8.3105263773205
86,BOL,2023,39500728992.5704,45135398008.8166,3.08196524087036,-0.505250428968196,56.4582389632269,7.90452319895147
87,BRA,2021,1843881120012.46,1670647399034.67,4.76260437908608,13.047270877833,37.6563307568833,5.38238300565086
88,BRA,2022,1899505377653.06,1951923942083.32,3.01669435393015,8.5702819532232,38.8160659763397,6.15803633893431
89,BRA,2023,1954752120905.5,2173665655937.27,2.90848048667777,4.65899475870381,33.8539465938547,6.02172092593375
90,BRB,2021,4542503209.52524,5275242050.0,-0.254965880216531,2.32921875143295,,
91,BRB,2022,5352561584.79213,6257303500.0,17.8328630251327,0.664976976473824,,
92,BRB,2023,5571685827.33474,6720733200.0,4.09382010970572,3.18212980720116,,
93,BRN,2021,13215632370.1015,14006496614.3195,-1.59076248075436,15.4659284363945,147.123112663177,7.83374471044816
94,BRN,2022,13000438059.9791,16681536442.5498,-1.62833154022366,24.2367266802876,146.973966154459,8.45945054906152
95,BRN,2023,13183363105.8086,15128292980.8638,1.40706832327938,-12.8961956287324,136.56300375882,13.1042774396289
96,BTN,2021,2486224986.71556,2768802959.60794,4.42136740220592,7.62801338690346,77.5824483207755,5.64558121219388
97,BTN,2022,2615853471.01817,2898227743.13545,5.21386781145085,5.7948551929732,85.5712165497647,7.99195920376837
98,BTN,2023,,,,,,14.9237575126948
99,BWA,2021,16560766198.0276,18750946600.1423,11.9206365085117,8.38144972399829,88.7551314233315,8.55568645837665
100,BWA,2022,17469294498.1394,20321958850.0363,5.48602817797183,14.6175509748138,85.6083027804928,8.07280865773421
101,BWA,2023,17946869751.4987,19396084498.0084,2.73379817032757,2.12467971961613,68.8572126290116,8.5378048796778
102,CAF,2021,2024497026.49048,2516498412.46384,0.982919996264229,3.18576646900353,44.159119995104,
103,CAF,2022,2034662228.57957,2382618615.01694,0.502110003427035,5.9679244498741,45.23357000162,
104,CAF,2023,2052368906.14354,2555492085.24831,0.870251450842758,3.39995299007134,43.480570208358,
105,CAN,2021,1696305710720.04,2007472181464.15,5.28695689105889,7.66486542253131,62.4241644131018,11.9253477375397
106,CAN,2022,1761102321572.64,2161483369422.01,3.81986633913397,7.65381992676227,67.5588963664949,12.860052615015
107,CAN,2023,1783097209318.73,2142470914401.36,1.24892730403391,1.5347101132531,67.1924941392879,13.996137078112
108,CEB,2021,1576853751533.48,1926804401016.02,6.53215013007072,5.34023602800748,125.533292884421,22.0453407202647
109,CEB,2022,1640988150473.12,1955925827813.51,4.06723825067937,10.689577427514,139.758343530216,25.1685497706681
110,CEB,2023,1651487698948.26,2267760561102.28,0.639830852654981,9.54718862520608,123.894411807077,24.5872585724211
111,CHE,2021,770529214794.414,813408787222.499,5.39188804141473,1.24619196669597,130.25616282247,36.8731102945603
112,CHE,2022,790318933740.326,818426550206.45,2.56832817834069,2.4971595038279,140.169548786107,38.4176399427738
113,CHE,2023,795978145781.87,884940402230.409,0.716066868695833,1.02331402592833,138.216915020406,40.4159656776117
114,CHI,2021,10716796137.8499,11157002972.5829,9.93680136363695,0.21684009581287,,
115,CHI,2022,11289283297.0564,11308300346.3725,5.34196183115412,7.35832205919618,,
116,CHI,2023,11708680810.584,12507927144.1342,3.71500566060664,5.75258334988345,,
117,CHL,2021,273436873982.626,315515014838.539,11.3339570691911,6.9147558846894,64.8384472541565,7.66415884174051
118,CHL,2022,279066228503.412,302116539409.03,2.05874008095333,7.91378346570282,74.9877802139767,10.7999255167397
119,CHL,2023,279676771459.229,335533331669.219,0.218780666901552,6.59951204566833,60.967093994595,9.04996096373497
120,CHN,2021,15851276922873.1,17820459508852.2,8.44846941687277,4.55232657897571,37.3019908656372,4.37698070257768
121,CHN,2022,16318995784492.7,17881782683707.3,2.95066992959268,1.82367710735865,38.3514820836722,4.65518874013197
122,CHN,2023,17175670911003.5,17794783039552.0,5.24955786387791,-0.582393794026771,37.3167713639344,4.89999175555952
123,CIV,2021,63620992438.4818,72794636653.7793,7.06332910205232,3.93013137544369,45.1140327762435,6.64061388997012
124,CIV,2022,67576850897.4936,70173140101.4315,6.2178509127107,2.08589858906348,53.4312191070311,8.0345871619966
125,CIV,2023,71766615653.1294,78875489245.0538,6.199999999987,2.92244000008407,52.5739202139052,
126,CMR,2021,38854942334.5769,45011937346.8384,3.33885747179505,2.92103933375591,36.7308347188558,8.96293676377452
127,CMR,2022,40306867605.1364,44347206072.5513,3.7367840056412,6.83105473248673,41.2866025594679,9.60422907020247
128,CMR,2023,41616173714.8732,49279410982.826,3.24834497823876,4.65972285962381,37.2177281759971,
129,COD,2021,48065880294.8504,55328482783.5393,6.20015401075946,14.9754345531209,80.4813114206906,7.44019043961543
130,COD,2022,52355494607.5628,65801547619.5815,8.92444762563109,10.1064172353471,93.7286670799975,7.70501601276143
131,COD,2023,56837576516.8446,66383287002.9867,8.56086250904089,13.1719312219148,91.261265608072,8.63093328892826
132,COG,2021,10027261669.7995,14825690210.9157,1.01507036990908,23.2907180099124,85.5462031552188,13.1342123500606
133,COG,2022,10175199489.7639,15817030154.6941,1.47535613247133,18.2608987808466,98.1613366922001,
134,COG,2023,10369226732.5707,15321055822.5167,1.90686426346754,-7.56770228699291,96.2103944039618,
135,COL,2021,330530695024.886,318524633225.395,10.8011981904878,7.80211309545884,40.0591463936128,7.0238742475578
136,COL,2022,354622693594.661,345329875078.512,7.2888838865514,14.8665745551143,48.0739778648801,9.17561716064313
137,COL,2023,356787344438.831,363493841244.303,0.610409565791542,6.33605731984103,40.4938001523729,8.93759468504182
138,COM,2021,1112522619.16897,1296089479.91978,2.00016198933761,0.169479511384438,42.2777287262853,19.6569123226394
139,COM,2022,1141481697.75024,1242519407.77603,2.60301031927843,4.94193319951842,47.78172660655,25.6654930892746
140,COM,2023,1175676774.71104,1352380971.24055,2.99567457175966,2.91808886046567,47.9413581866914,23.7913124356906
141,CPV,2021,1793627260.88123,2051842609.64558,7.03353010694514,1.34990112558344,77.4550586265341,25.1415899005443
142,CPV,2022,2077803747.08658,2247003347.63376,15.843675684642,6.34319040438669,96.9941368513357,36.3651387234669
143,CPV,2023,2191572559.72877,2533819406.4916,5.47543591649173,3.79259432080659,94.7385904946044,39.1889957035921
144,CRI,2021,66522107766.4296,64960725734.1965,7.93576224743147,2.37413082580539,70.7816423027085,20.0877843771349
145,CRI,2022,69549856033.0247,69243626028.5936,4.55149177958398,6.28038513680281,82.2275325353143,26.7575333361134
146,CRI,2023,73105190307.8725,86497941439.0174,5.11192183224598,-0.087922596921004,72.4719990801769,24.4679082762114
147,CSS,2021,37206309803.7798,37091445807.6818,10.4429558184008,2.79031777299367,,39.8783038674325
148,CSS,2022,45788913937.5777,48740490013.1088,23.06760379909,4.22003570092014,,42.6435510260356
149,CSS,2023,51538918459.9615,53296161046.3074,12.5576346497814,4.03314414454677,,
150,CUB,2021,82070633423.4249,,1.25369342501311,401.591191263656,80.0237849857828,
151,CUB,2022,83527267339.326,,1.77485399483382,14.1554019623172,88.8030369932668,
152,CUB,2023,81916032940.857,,-1.92899211214875,,,
153,CUW,2021,2405500843.49665,2739608156.42458,4.18371193053579,3.75902232115968,,52.7705443634174
154,CUW,2022,2571624731.74853,3075180834.72417,6.90599999999999,4.99778285828292,,76.6645238480516
155,CUW,2023,2679684402.9766,3281419347.37053,4.20199999999977,2.40355185282874,,75.6072902661377
156,CYM,2021,5418352633.41053,6060026520.10608,4.90492941270442,2.1453321619356,,80.3047942465393
157,CYM,2022,5697740750.963,6600843963.37585,5.15632954248333,3.58324759973381,,86.7325128479096
158,CYM,2023,5946143784.57514,7139428557.71423,4.35967595700366,3.64092096854627,,
159,CYP,2021,27215888177.2701,30372874319.6285,11.3877633552,3.04391069697645,176.826387204434,123.659315166324
160,CYP,2022,29220507767.0398,30976176886.8521,7.36562252428676,6.68855378219979,201.237205778502,127.448121713849
161,CYP,2023,29983718475.0646,33886930712.3394,2.61190090914745,3.82970232014782,192.786921526999,120.43291760935
162,CZE,2021,214043320209.36,290972714482.313,4.02901830633854,4.03442638918558,137.378116302868,19.127901821586
163,CZE,2022,220137498815.997,301831228325.556,2.84717065717149,8.67110088094911,144.011494109397,21.5378421909321
164,CZE,2023,219949654880.837,343207874553.734,-0.085330275927376,8.15889263966358,132.952093158849,21.9087715906353
165,DEU,2021,3652205602572.65,4348297440387.53,3.66999986156735,2.80292938819132,80.15661805106,18.7012389881604
166,DEU,2022,3702230996916.9,4163596357879.39,1.36973105536585,6.09185662231558,89.0641273695259,21.6535232530036
167,DEU,2023,3692366831510.82,4525703903627.53,-0.266438410090913,6.14291653024772,82.7991064495705,21.1155900938793
168,DJI,2021,3207372442.69767,3385825228.86997,4.52234774643705,1.70103136920272,264.020253506591,48.039787158124
169,DJI,2022,3326961776.90297,3674298479.07676,3.72857647005031,4.61922015773493,340.194014640123,50.1169387428509
170,DJI,2023,3549091358.52375,4098530513.55777,6.67664964361434,4.56452579428684,342.702357693776,46.1714972104554
171,DMA,2021,505325005.612993,555266666.666667,6.8905494167316,3.02596515876192,,37.3761209358163
172,DMA,2022,533540061.078087,607159259.259259,5.58354626264079,3.56303629768684,,43.7546213499172
173,DMA,2023,558681739.570186,653992592.592593,4.71223818531963,2.86621599756806,,47.4807995013401
174,DNK,2021,350255593023.122,408378204639.999,7.38206628977555,2.76891919858527,111.414043682799,45.5286623396947
175,DNK,2022,355650135472.963,401945576107.963,1.54017310709567,9.09696553405558,131.54315114232,59.9507608372866
176,DNK,2023,364524261928.203,407091920305.404,2.49518433148894,-3.78891798596015,127.768567480091,56.2977507111134
177,DOM,2021,93508047621.0655,94243425938.3647,12.2719902347896,7.77715811136834,52.7348670680051,13.2869745293316
178,DOM,2022,98050971574.0699,113537368176.13,4.85832403582451,10.7141556508469,54.2315255592457,15.2757636350129
179,DOM,2023,100365578190.532,121444279313.931,2.36061568723294,6.42391980187598,49.6153321918918,15.268648391471
180,DZA,2021,199488888152.994,186231205262.082,3.79999999999995,15.9325995891296,46.8370592599607,5.43624456054879
181,DZA,2022,206670488126.502,225638456572.143,3.59999999999998,22.9512626061838,51.2023757404409,5.09098115531275
182,DZA,2023,215143978139.689,247626161016.414,4.10000000000004,0.854841037372282,43.682914195572,5.0456034301834
183,EAP,2021,18608405143397.5,20849863760041.9,7.60232029175252,3.71344836687553,45.3150442539075,5.06976443541953
184,EAP,2022,19238524792111.2,21124945071215.4,3.38620985440663,5.63837728809762,47.5529836003924,5.71712898016284
185,EAP,2023,20221122607038.4,21162836277192.4,5.10744885870962,3.88899446253055,45.5249307665097,6.26634789393523
186,EAR,2021,12248199938872.3,12811302058068.8,7.40884629376734,6.00397322136207,54.7866159012963,9.8617663885525
187,EAR,2022,12924390685229.3,14147623772391.9,5.52073569774929,8.24119195323605,60.4822143909917,11.5341465608353
188,EAR,2023,13481834133566.2,14945896099125.4,4.31311202139636,4.41698784584244,54.6894666015349,11.8837363399965
189,EAS,2021,27946159763215.4,31155716955057.3,6.22039997523025,3.25017571972322,55.9863094031671,8.29092429460284
190,EAS,2022,28747868647942.8,30673443320595.9,2.86876226114843,5.46517905025054,61.1159909252213,9.50432285038219
191,EAS,2023,29927723041225.9,30780176881541.3,4.1041456246099,3.8410061487137,58.0666970031085,10.4205067099674
192,ECA,2021,1900944480354.76,1670340541088.6,9.04484834763406,8.47251160639347,74.1609772436974,13.5986666296739
193,ECA,2022,1959943174348.6,1817978495944.86,3.10365161126778,12.082081128641,83.074561223747,17.127225666905
194,ECA,2023,2058774213973.77,2129704371516.14,5.04254617779993,7.56734869529775,72.8028397114709,16.6080870377308
195,ECS,2021,22657010856694.6,25523993209132.2,6.74423282474028,3.73941259915679,83.2783314759866,24.4056673938835
196,ECS,2022,23392327133708.7,25662572829777.2,3.24542492240001,8.19886147930275,93.6026066327702,27.1008911599089
197,ECS,2023,23630026939259.3,27554069781140.1,1.01614432883044,6.4069165256975,86.709919262955,27.6497375709546
198,ECU,2021,103197765280.136,107435101000.0,9.818417748417,2.04901082789537,53.1511986943634,5.79181341467172
199,ECU,2022,109581722560.167,116586079000.0,6.18613907258741,2.19571108300103,61.6216623941869,7.26724859337814
200,ECU,2023,112162610913.166,118844826000.0,2.35521790742197,-0.408196858042402,57.8477543481784,7.12982162390395
201,EGY,2021,425777537421.996,424671765455.704,3.29064601202211,4.84715643244118,29.8569734808122,10.6018880138374
202,EGY,2022,453827104224.605,476747720364.742,6.58784560886967,10.4257892435745,36.9831048772713,11.9501298205292
203,EGY,2023,470885106095.168,396002496996.96,3.75870055176806,24.8250653743744,40.4424382173628,14.0541916836518
204,EMU,2021,12771092524492.2,14917737268178.2,6.361155564717,2.49536237654851,88.3536983835071,27.5634927442968
205,EMU,2022,13223961016884.5,14452048668851.0,3.54604346905943,6.32569953527321,100.518804469533,31.0123885430442
206,EMU,2023,13277044442520.6,15780686672317.3,0.40141849759172,6.1890982846439,92.671362574702,30.916965828287
207,ESP,2021,1267004457572.21,1461244901852.69,6.6831441850028,2.55611238398019,66.524588943191,13.2989392378299
208,ESP,2022,1345296618919.51,1446498147749.03,6.17931222572963,4.71187418437,78.6275624641006,17.4648770503896
209,ESP,2023,1381292229418.88,1620090734956.89,2.67566349258229,6.23528003904008,72.1917288917484,18.0805931317544
210,EST,2021,28417254674.457,37204563051.4723,7.15444748334397,5.37232915617214,160.394681627556,51.5672571685572
211,EST,2022,28434426605.4652,38376046174.971,0.0604278323325786,15.7824225083313,174.563994182116,53.807215328459
212,EST,2023,27574843698.0953,41291245222.1948,-3.02303584066192,8.05478314709862,154.859244621649,54.5652981318682
213,ETH,2021,100435279209.681,111261882958.426,5.64153071734657,21.7632640675501,24.3450393271265,10.867968270728
214,ETH,2022,105779617467.591,126772703047.701,5.32117628383672,34.6673530169267,26.5955012290858,11.4007734572333
215,ETH,2023,112653319434.836,163697927593.982,6.49813464238613,33.0206928816945,20.5854115676722,9.18101671153728
216,EUU,2021,14940354568036.3,17496551469916.3,6.35777133410905,2.7426355945688,91.0908804153476,27.3652037250918
217,EUU,2022,15462923840803.0,16995332000257.8,3.49770328667265,6.68855378219979,103.570938889654,31.0879806654509
218,EUU,2023,15529080146569.1,18590720056635.3,0.427838269445076,6.4069165256975,95.685928111323,30.8403563624575
219,FCS,2021,1731373741969.25,1786326958459.63,2.47690857607017,8.86671534219447,,10.5215997903526
220,FCS,2022,1750397023337.34,1964841634349.73,1.09873916341441,10.6137918253156,,11.7438373477882
221,FCS,2023,1782121594449.61,1937937125126.32,1.81242145006526,4.65972285962381,,12.8834492457956
222,FIN,2021,253878739632.812,294223210496.119,2.73471348589543,2.43461236911682,79.7892781913782,24.1348818765768
223,FIN,2022,257560103403.906,280241515774.32,1.4500480727209,5.44943422380896,94.132058739535,27.6151170247586
224,FIN,2023,254562199573.437,295532341254.907,-1.16396281522198,3.91351734729513,85.3336748134055,27.4475541561354
225,FJI,2021,4115996320.43426,4305031630.81808,-4.88103605578388,-2.51306312524909,81.7252089564687,18.4280869795835
226,FJI,2022,4930664222.84568,4969503560.7735,19.7927266933385,2.44798502613514,117.506559364173,41.9131181259197
227,FJI,2023,5301661741.40568,5442046565.04719,7.52429088237292,4.09957635834306,,
228,FRA,2021,2580120255345.61,2966433692008.09,6.88233786590355,1.22181611014376,63.788482630872,19.7075250131437
229,FRA,2022,2646451031159.26,2796302210398.84,2.57084047443969,3.22063217116909,75.7901436111221,23.314452670778
230,FRA,2023,2671234714330.38,3051831611384.76,0.936487502671483,5.30357175264875,70.5595547931931,22.9856852818643
231,FRO,2021,3011481923.30763,3664686796.62669,5.50438017256558,2.02544410571137,104.473032035173,
232,FRO,2022,3118570937.35915,3566698397.6602,3.55602380418398,5.77914288280571,124.535531033936,
233,FRO,2023,3196193980.39855,3907323961.33964,2.4890581166362,4.0731868743961,114.33787884979,
234,FSM,2021,336344290.373416,390000000.0,2.8,1.98318062005774,87.6064871794872,
235,FSM,2022,333726825.078682,430000000.0,-0.778210116731515,11.1211664152841,84.8371395348837,
236,FSM,2023,336344290.373416,460000000.0,0.784313725490193,6.1442403402407,94.8821956521739,
237,GAB,2021,15398898313.8373,19444935097.2395,1.46795731508091,20.3384091824716,85.3483122054007,
238,GAB,2022,15866657481.0928,20440655695.1804,3.03761449502689,14.7583426834649,92.0630888500131,
239,GAB,2023,16254737014.9742,19388402541.6698,2.44588083119469,-9.96401107833999,91.4786667108597,
240,GBR,2021,3074755378779.19,3143323050707.26,8.5759509048565,0.0665566228650079,58.5845366237858,22.4013963880997
241,GBR,2022,3223545409624.7,3114042471144.39,4.83908514714403,5.44390479781602,68.8805301397863,26.2442982664211
242,GBR,2023,3234504373105.3,3380854520809.54,0.339966158003463,7.29825479586994,63.878877761965,28.0708958559652
243,GEO,2021,19192793472.268,18853115588.8106,10.6442336580969,10.229587650373,101.60090754891,23.174456778078
244,GEO,2022,21296041913.2144,24984568959.605,10.9585321385624,8.13545014384806,114.695437688718,34.9502023751866
245,GEO,2023,22963990766.7474,30777833585.4441,7.8322012152783,2.94809953621152,107.151179168501,34.6765003003249
246,GHA,2021,65973349399.4486,79524421861.2743,5.07646643533542,12.1061016311773,62.7078309128346,27.0507280254308
247,GHA,2022,68491885061.4641,74263364041.8742,3.81750462109567,28.1682478691229,70.1154557958907,26.8665359436327
248,GHA,2023,70508824388.0172,76370396722.154,2.94478583082221,33.0798250532954,69.0365894796481,27.0740516374403
249,GIN,2021,13349198344.073,17069115737.8259,5.5823328114905,11.9862978624966,115.195532789356,6.98800112624888
250,GIN,2022,13879482945.938,19910452541.9219,3.97240784200721,2.80558292389495,94.1652726931221,5.28301402384129
251,GIN,2023,14815644972.1281,22199409741.2578,6.74493444630886,3.92197888518862,90.542448600725,15.4335635043145
252,GMB,2021,1776141480.03218,2014158842.14596,5.25596878816744,7.3821228563862,42.0979827971754,11.3530777430258
253,GMB,2022,1873704900.09444,2204734527.88096,5.49299823010114,8.81707580376896,44.7219215369466,15.9330761661712
254,GMB,2023,1963596060.40794,2396111021.64149,4.79750895186164,15.6019043854862,42.4360024960632,21.284861907459
255,GNB,2021,1500942899.13729,1853796455.89489,6.18267668294831,2.16173928550757,46.1201357604717,10.9680569883927
256,GNB,2022,1570073804.59512,1796608530.82267,4.60583180729681,4.2142843930848,47.3622498331329,11.9116996194187
257,GNB,2023,1651706154.16341,2048348108.35852,5.19926829741253,5.39039286757867,42.0338262777412,
258,GNQ,2021,9652085293.25754,12215878032.7166,0.860269956382069,17.9386307222713,76.9666485998527,
259,GNQ,2022,9963221065.40967,13687643435.6249,3.22350831658598,22.1004087260455,81.8130161368099,
260,GNQ,2023,9456161986.86363,12337550583.754,-5.08930872071532,-7.64752019845845,61.443281519042,
261,GRC,2021,203277224063.029,218303801895.326,8.65449785311438,1.39275645318513,88.0126627401059,30.8537068204066
262,GRC,2022,214952754695.546,218880566444.349,5.74364918958959,6.4958241447423,107.679207902405,36.3342710552744
263,GRC,2023,219965719224.042,243498333237.802,2.3321238825698,5.87456266805546,92.1562900262242,33.9078294787847
264,GRD,2021,1024691294.44286,1122800000.0,4.68747816934534,2.79031777299367,,64.3702538637021
265,GRD,2022,1099706286.21882,1224577777.77778,7.32074061551874,1.62494161129776,,75.4711914008154
266,GRD,2023,1138923226.80272,1316733333.33333,3.56612861773655,3.823033409956,,83.6489873649154
267,GRL,2021,2748493505.41834,3235809504.29871,1.29021048770599,-0.416168295320645,85.1523060966678,
268,GTM,2021,75116232449.1983,86478835636.3813,8.03326771516488,3.16642125173291,49.2478694245442,8.02345027999078
269,GTM,2022,78271231309.9524,95630524813.106,4.20015588892568,6.31527590909438,54.4328380814561,9.6952617358525
270,GTM,2023,81031694944.9788,104450210572.012,3.52679214166824,6.64227801635242,48.1884518248528,9.52406586403338
271,GUM,2021,5442300818.9263,6234000000.0,2.0581832574708,3.25017571972322,61.8383060635226,
272,GUM,2022,5719850773.43039,6910000000.0,5.09986426216793,5.46517905025054,71.8668596237337,
273,GUY,2021,8735443232.30197,8041363893.04556,20.0600280629427,22.4176933066434,,39.7263884442654
274,GUY,2022,14268000140.0066,14718387016.7866,63.3345871591983,12.0604452530687,,27.8518295055803
275,GUY,2023,19090957594.0449,17159509565.4676,33.8026170921817,-12.8675261337105,,
276,HIC,2021,55197692751535.1,62737887026890.0,5.77849423091494,2.80128464647184,60.744949788332,15.3477023982399
277,HIC,2022,56797832930107.1,64961263426035.5,2.89892584056884,5.9368968854381,67.560679219837,16.8066259574993
278,HIC,2023,57808823390117.1,68276492853979.9,1.77998069266847,4.75854916721366,63.1270027608484,17.4028205079687
279,HKG,2021,330112320112.002,368954169748.818,6.45440824066419,0.683636960252912,402.459681454463,38.1800217057181
280,HKG,2022,317952397986.884,358681066274.469,-3.68357113148396,1.68885829817785,384.879499006935,40.7895615096811
281,HKG,2023,328370191789.519,380812234827.832,3.27652625631858,2.77774905222925,352.798647438071,46.7175719868678
282,HND,2021,24940257609.6892,28144331506.6149,12.5652843771279,4.60572808888793,103.372643459918,20.2125179492281
283,HND,2022,25973672631.7766,31426041806.7985,4.14356194013767,9.31239503002736,112.698524913966,21.8817765281856
284,HND,2023,26904206369.3728,34400509852.0436,3.58260362632656,6.1785877403702,97.9534784686259,20.8264222537127
285,HPC,2021,834398903187.804,905796942446.21,4.2660509739051,5.16433588592962,52.8259607229192,11.8628936190313
286,HPC,2022,874541820600.685,983601535350.123,4.81099834377963,8.66620854081535,57.685807578604,12.1151610960708
287,HPC,2023,909360092640.477,1129946910802.31,3.98131584100547,4.65972285962381,54.3322803028536,
288,HRV,2021,59714859477.6201,69006802298.6956,12.6317003277712,2.08111752959877,102.308430815836,32.1541370743259
289,HRV,2022,64066840476.8464,71198635101.9514,7.28793643206565,8.01280669780672,125.213857590974,36.8734509418228
290,HRV,2023,66182676637.3453,84393795502.4421,3.30254488086325,11.7403306343319,107.700919430599,37.2061321253238
291,HTI,2021,14704149691.2104,20877414952.6375,-1.79823988931486,18.9602364056386,37.1654017679449,3.7056193209161
292,HTI,2022,14456828250.6294,20253551920.5516,-1.68198396897978,30.2012918564443,36.529550283828,3.90231661061691
293,HTI,2023,14187369712.6764,19850829757.5418,-1.86388420254838,31.5119631448975,30.7854236995359,3.66414700459523
294,HUN,2021,150710923361.943,182109999477.691,7.06122060972912,6.43924810515087,159.688274120647,26.4638631904129
295,HUN,2022,157618619387.289,177006128624.627,4.58340767295068,14.2313411581322,185.271113216624,30.6443389823774
296,HUN,2023,156187937314.849,212388906458.724,-0.907685956140242,14.7490051351556,157.296223886147,28.9724291612404
297,IBD,2021,32921657570920.8,35763964842420.9,7.54077062404079,6.19285088635113,51.3421696430402,7.20574522923432
298,IBD,2022,34094157743972.6,37711987599830.9,3.56148584112441,9.56630364653237,54.5292470290737,8.26852533706348
299,IBD,2023,35651588365762.6,38789302232983.5,4.56802785241229,5.25924289518227,50.2487590629311,8.7503560940148
300,IBT,2021,35527901834613.5,38431269006646.3,7.30645449381386,5.8428798374009,51.1576614775529,7.26825449929217
301,IBT,2022,36812974784647.2,40596809224874.0,3.61708089606812,8.61824524701927,54.3955746695267,8.30940977953277
302,IBT,2023,38456511205441.6,41669008262158.8,4.46455748390062,5.14466745732078,50.1686376067563,8.7835201838696
303,IDA,2021,2605968234707.57,2668547717370.14,4.46027770944872,5.56666402809906,47.8018768676677,8.13510233036704
304,IDA,2022,2718345241032.56,2885452928535.09,4.31229378886124,8.07767918224402,51.9445778088592,8.87042772854014
305,IDA,2023,2804581327506.95,2880514996348.02,3.17237432437535,4.65972285962381,48.6889559873579,9.33100262035653
306,IDB,2021,1225717563837.4,1114246944908.41,5.17233111350185,7.23089062265045,,6.17566575018232
307,IDB,2022,1277886637363.26,1208339576445.76,4.25620673677336,8.50917325062476,,6.99638518684785
308,IDB,2023,1310220490708.8,1068437562493.42,2.53025991509384,4.06636025144491,,7.56479004129046
309,IDN,2021,1065709127435.86,1186509691070.97,3.70288562827751,6.00397322136207,40.2047582749671,3.58202357499596
310,IDN,2022,1122270779856.21,1319076267291.51,5.30741934775764,9.56668684525337,45.4658986816744,5.03172156697882
311,IDN,2023,1178924195856.71,1371171152331.16,5.04810577067288,1.5330736733459,41.3156667619874,6.16814483811189
312,IDX,2021,1380250670870.17,1554300772461.72,3.83598052300617,5.56666402809906,52.754698362216,9.68945848542789
313,IDX,2022,1440458603669.3,1677113352089.33,4.36210132476693,8.07767918224402,55.8708267809629,10.3716011957534
314,IDX,2023,1494452998921.59,1814046621127.36,3.74841700516437,5.39039286757867,53.0930360511045,10.6935478911813
315,IMN,2021,7558904135.25498,7931193222.06405,3.83783666558899,6.5149168978037,,
316,IND,2021,2779348258938.77,3167270623260.47,9.68959249192875,8.35490771481598,45.4230887840446,11.9544397633217
317,IND,2022,2973542414790.52,3353470496886.33,6.9870393257555,6.74751308321969,49.9653199690324,14.4988763260928
318,IND,2023,3215973434046.11,3567551674623.01,8.1529363109041,1.33405065563208,45.9218502164429,14.4619176601445
319,IRL,2021,474043708510.292,531306516907.984,16.2556132446002,1.09810305153333,224.418835854724,142.777845822581
320,IRL,2022,514903922802.965,548570250341.987,8.61950355191492,6.76287565719737,232.129490581307,140.4605949267
321,IRL,2023,486429697970.113,551394889339.778,-5.53000736095537,3.62187153658782,237.215881337618,154.172889896032
322,IRN,2021,471073841462.031,383436202446.695,4.71977773157164,56.3196546439665,44.3738340508665,
